Station Name,County,lon_X,lat_Y,sta_ID,River Basin,Elev_ft,Operator,ppt_type
OAKHURST,MADERA,-119.6758,37.3447,OKH,FRESNO R,2360,US Army Corps of Engineers,2H
OAK KNOLL,DEL NORTE,-123.833,41.833,OKK,SMITH R,1940,US Forest Service,2H
OAKDALE WEATHER STATION,STANISLAUS,-120.845,37.7347,OKW,STANISLAUS R,186,Stanislaus County,2H
OAKLAND NORTH,ALAMEDA,-122.217,37.867,ONO,EAST BAY,1500,Oakland Fire Services Agency,2H
OROVILLE DAM,BUTTE,-121.493,39.54,ORO,FEATHER R,900,CA Dept of Water Resources/O & M,2H
OAKLAND SOUTH,ALAMEDA,-122.1436,37.7881,OSO,EAST BAY,1000,Oakland Fire Services Agency,2H
OWENS VALLEY,INYO,-118.55,37.39,OVC,OWENS R,4640,CAL FIRE,2H
OVD #1 RAWS NEAR BISHOP 2N,MONO,-119.096664,37.860279,OVD,MONO LAKE,7200,US Bureau of Land Management,2H
OWENS CAMP,EL DORADO,-120.245,38.733,OWC,AMERICAN R,4500,US Forest Service,2H
OWENS CREEK DAM,MARIPOSA,-120.187,37.282,OWN,MERCED R,424,US Army Corps of Engineers,2H
OZENA,VENTURA,-119.354,34.682,OZN,CUYAMA R,3670,US Forest Service,2H
PANAMINT,INYO,-117.083,36.117,PAN,AMARGOSA R,6880,US Bureau of Land Management,2H
PARDEE,CALAVERAS,-120.85,38.25,PAR,MOKELUMNE R,568,East Bay Municipal Utility District,2H
PETERSON FLAT,TRINITY,-122.5277,41.3023,PET,TRINITY R,7150,US Bureau of Reclamation,2H
PILOT HILL (CDF),EL DORADO,-121.0092,38.8317,PIH,AMERICAN R,1200,CAL FIRE,2H
PIRU,VENTURA,-118.81,34.404,PIU,SANTA CLARA R,624,Ventura County,2H
PIKE COUNTY,YUBA,-121.202,39.475,PKC,YUBA R,3714,US Forest Service,2H
PARKFIELD,MONTEREY,-120.432,35.899,PKF,SALINAS R,1535,CAL FIRE,2H
PINE FLAT DAM,FRESNO,-119.325,36.833,PNF,KINGS R,970,US Army Corps of Engineers,2H
PINEHURST,FRESNO,-119,36.68528,PNT,KINGS R,4060,US Forest Service,2H
PINECREST 2 RAWS NEAR PINECREST 1SW,TUOLUMNE,-120.010559,38.186111,PNW,TUOLUMNE R,5600,US Forest Service,2H
ANTELOPE VALLEY CALIF POPPY RESERVE,LOS ANGELES,-118.404,34.738,POP,ANTELOPE VALLEY,2760,Los Angeles County Fire Dept,2H
POTRERO,SAN DIEGO,-116.609,32.605,POT,SWEETWATER R,2350,CAL FIRE,2H
TUOLUMNE STF 2 PORTABLE RAWS,TUOLUMNE,-120.2706,37.9487,POU,TUOLUMNE R,2800,US Forest Service,2H
PERRY RANCH,CALAVERAS,-120.922,38.149,PRY,CALAVERAS R,315,US Army Corps of Engineers,2H
PASCOES,TULARE,-118.35,35.967,PSC,KERN R,9150,US Army Corps of Engineers,2H
POISON FLAT,ALPINE,-119.631,38.501,PSN,CARSON R,7900,Natural Resources Conservation Service,2H
PIUTES FS,KERN,-118.2789,35.4456,PTE,MOJAVE DESERT,6440,US Bureau of Land Management,2H
QUINCY (DWR),PLUMAS,-120.95,39.935,QCY,FEATHER R,3408,CA Dept of Water Resources/O & M,2H
QUARTZ HILL,SISKIYOU,-122.929,41.6,QTZ,SCOTT R,4238,CAL FIRE,2H
QUAKING ASPEN,TULARE,-118.544998,36.121666,QUA,TULE R,7200,CA Dept of Water Resources/Snow Surveys,2H
QUINCY RANGER DISTRICT,PLUMAS,-120.941,39.975,QYR,FEATHER R,3500,US Forest Service,2H
RANCHITA,SAN DIEGO,-116.497498,33.222221,RAN,SAN LUIS REY R,3450,CAL FIRE,2H
RAVENDALE,LASSEN,-120.316,40.731,RAV,SUSAN R,5298,US Forest Service,2H
ROBBS SADDLE,EL DORADO,-120.378,38.912,RBB,AMERICAN R,5900,Sacramento Municipal Utility District,2H
ROBBS POWERHOUSE,EL DORADO,-120.375,38.903,RBP,AMERICAN R,5150,Sacramento Municipal Utility District,2H
ROCK CAMP,SAN BERNARDINO,-117.213,34.288,RCM,MOJAVE DESERT,4924,US Forest Service,2H
READER RANCH,NEVADA,-121.117,39.304,RDH,YUBA R,2025,CAL FIRE,2H
RODEO VALLEY,MENDOCINO,-123.32,39.667,RDO,EEL R,2425,CAL FIRE,2H
REDDING,SHASTA,-122.291,40.516,RED,SACRAMENTO R,500,US Forest Service,2H
ROGERS CAMP,TULARE,-118.637,36.108,RGC,TULE R,6200,US Army Corps of Engineers,2H
RICE VALLEY,RIVERSIDE,-114.707,34.063,RIC,COLORADO R,820,US Bureau of Land Management,2H
ROCK CREEK NEAR MAMMOTH LAKES,MONO,-118.667,37.551,RKC,OWENS R,7040,US Forest Service,2H
ROUND MOUNTAIN (CDF),SISKIYOU,-121.458,41.42,RND,PIT R,5258,CAL FIRE,2H
SANTA ROSA ISLAND,SANTA BARBARA,-120.067,33.967,ROS,S BARBARA COAST,1250,National Park Service,2H
ROSE VALLEY,VENTURA,-119.184,34.536,ROV,U SANTA CLARA R,3331,CAL FIRE,2H
RUBICON PEAK 2,EL DORADO,-120.14,39.001,RP2,LAKE TAHOE,7500,Natural Resources Conservation Service,2H
RAILROAD FLAT,CALAVERAS,-120.543,38.314,RRF,CALAVERAS R,2720,US Army Corps of Engineers,2H
RUSH CREEK POWER HOUSE,MONO,-119.131,37.769,RSH,MONO LAKE,7240,US Forest Service,2H
ROSE PEAK,ALAMEDA,-121.736,37.502,RSP,EAST BAY,3060,East Bay Regional Parks Fire-Rescue Services,2H
RATTLESNAKE,PLUMAS,-121.043,40.125,RTL,FEATHER R,6100,CA Dept of Water Resources/O & M,2H
SANTA FE,LOS ANGELES,-117.9464,34.1261,SAF,SAN GABRIEL R,500,Los Angeles County Fire Dept,2H
SAN LUIS NWR,MERCED,-120.794,37.182,SAN,SAN JOAQUIN R,65,US Fish & Wildlife Service,2H
SANTA ROSA PLATEAU,RIVERSIDE,-117.231,33.529,SAR,SAN JACINTO R,1980,CAL FIRE,2H
SAUGUS,LOS ANGELES,-118.525,34.425,SAU,SANTA CLARA R,1450,Los Angeles County Fire Dept,2H
SHAVER,FRESNO,-119.25611,37.135,SAV,SAN JOAQUIN R,5746,CAL FIRE,2H
STRAWBERRY VALLEY,YUBA,-121.106,39.564,SBY,FEATHER R,3810,CA Dept of Water Resources/O & M,2H
SUCCESS DAM,TULARE,-118.922,36.061,SCC,TULE R,692,US Army Corps of Engineers,2H
SCHNEIDERS,EL DORADO,-120.068,38.747,SCN,AMERICAN R,8750,Sacramento Municipal Utility District,2H
SCORPION,TRINITY,-122.697,41.112,SCP,TRINITY R,4400,US Forest Service,2H
SCOTT MOUNTAIN,SISKIYOU,-122.718,41.272,SCT,SCOTT R,5900,US Bureau of Reclamation,2H
SANTA CRUZ ISLAND,SANTA BARBARA,-119.783,34.017,SCZ,S BARBARA COAST,600,National Park Service,2H
SADDLEBACK BUTTE,LOS ANGELES,-117.821,34.668,SDD,ANTELOPE VALLEY,2590,Los Angeles County Fire Dept,2H
SUMMIT MEADOW,MONO,-119.5356,38.3975,SDW,WALKER R,9313,Natural Resources Conservation Service,2H
SMITH PEAK RAWS,TUOLUMNE,-120.1008,37.8005,SEW,TUOLUMNE R,3871,US Forest Service,2H
SHEEP RANCH,CALAVERAS,-120.462,38.21,SHR,CALAVERAS R,2370,US Army Corps of Engineers,2H
SILVER LAKE,EL DORADO,-120.118,38.678,SIL,AMERICAN R,7100,US Bureau of Reclamation,2H
SOLDIER MOUNTAIN,SHASTA,-121.586,40.926,SLD,PIT R,3710,CAL FIRE,2H
SOUTH LAKE,INYO,-118.562,37.176,SLK,OWENS R,9600,CA Dept of Water Resources/Snow Surveys,2H
SAN MIGUEL,SAN DIEGO,-116.974,32.685,SMG,SWEETWATER R,425,US Fish & Wildlife Service,2H
SMITH MOUNTAIN,MONTEREY,-120.608,36.083,SMI,SALINAS R,3920,CA Dept of Water Resources/O & M,2H
SIMI VALLEY,VENTURA,-118.7976,34.2912,SMV,SANTA CLARA R,914,Ventura County,2H
SODA CREEK,HUMBOLDT,-122.983,39.433,SOD,EEL R,1773,US Forest Service,2H
SEED ORCHARD RAWS NEAR MICHIGAN BLUFF 4N,EL DORADO,-120.731667,39.091389,SOM,AMERICAN R,4300,US Forest Service,2H
SPANISH LAKE,FRESNO,-120.526,36.262,SPA,LOS GATOS CR (NEAR COALINGA),4840,CA Dept of Water Resources/O & M,2H
STAMPEDE (USFS),SIERRA,-120.054,39.483,SPL,TRUCKEE R,6867,CAL FIRE,2H
SONORA PASS BRIDGE,MONO,-119.601,38.318,SPS,WALKER R,8750,Natural Resources Conservation Service,2H
SPRATT CREEK,ALPINE,-119.818,38.667,SPT,CARSON R,6150,Natural Resources Conservation Service,2H
SQUAW LAKE,IMPERIAL,-114.494,32.908,SQK,COLORADO R,300,US Bureau of Land Management,2H
SQUAW PEAK,SISKIYOU,-123.0117,42.0697,SQP,KLAMATH R,4964,US Forest Service,2H
SQUAW VALLEY GOLD COAST,PLACER,-120.276,39.194,SQV,TRUCKEE R,8200,Natural Resources Conservation Service,2H
SAN RAFAEL HILLS,LOS ANGELES,-118.2125,34.1942,SRA,LOS ANGELES R,1770,Los Angeles County Fire Dept,2H
SLATER BUTTE,SISKIYOU,-123.354,41.858,SRB,KLAMATH R,4670,US Forest Service,2H
SANTA RITA,SAN BENITO,-120.598,36.348,SRI,SAN BENITO R,5000,CAL FIRE,2H
SECRET TOWN,NEVADA,-120.883,39.183,SRT,BEAR R,2720,CAL FIRE,2H
SOMES BAR,HUMBOLDT,-123.5,41.333,SSB,KLAMATH R,920,US Forest Service,2H
SANTA ROSA (CDF),SONOMA,-122.712,38.479,STA,RUSSIAN R,560,CAL FIRE,2H
STOUTS MEADOW,SHASTA,-121.938,41.17,STM,MC CLOUD R,5400,US Bureau of Reclamation,2H
STAMPEDE,SIERRA,-120.103,39.471,STP,TRUCKEE R,5956,US Geological Survey,2H
OSTRANDER LAKE,MARIPOSA,-119.55,37.637,STR,MERCED R,8200,CA Dept of Water Resources,2H
SIERRAVILLE (DWR),SIERRA,-120.367,39.583,SVL,FEATHER R,4975,CA Dept of Water Resources/O & M,2H
SACRAMENTO NATIONAL WILDLIFE REFUGE,GLENN,-122.1825,39.4172,SWR,SACRAMENTO R,100,US Fish & Wildlife Service,2H
SQUAW SPRINGS,SAN BERNARDINO,-117.5703,35.3683,SWS,MOJAVE DESERT,3620,US Bureau of Land Management,2H
SAWYERS BAR,SISKIYOU,-123.117,41.3,SYB,SALMON R,4500,US Forest Service,2H
TALEGA,SAN DIEGO,-117.487,33.475,TAL,SANTA MARGARITA R,1203,Camp Pendleton Fire Dept,2H
TANBARK ANGELES NF,LOS ANGELES,-117.767,34.167,TAN,LOS ANGELES R,2730,US Forest Service,2H
"NELSON ST, TAYLORSVILLE",PLUMAS,-120.8357,40.0793,TAY,FEATHER R,3540,CA Dept of Water Resources,2H
TAHOE CITY CROSS,PLACER,-120.154,39.172,TCC,LAKE TAHOE,6750,Natural Resources Conservation Service,2H
THOMES CREEK (CDF),TEHAMA,-122.612,39.858,TCK,SACRAMENTO R,1025,CAL FIRE,2H
TRUCKEE 2,PLACER,-120.194,39.3,TK2,TRUCKEE R,6400,Natural Resources Conservation Service,2H
TUOLUMNE MEADOWS (NPS),TUOLUMNE,-119.319,37.868,TMM,TUOLUMNE R,9200,National Park Service,2H
TRINITY CAMP,TRINITY,-122.833,40.679,TNC,TRINITY R,2100,CAL FIRE,2H
TONNER CANYON,LOS ANGELES,-117.8222,33.9475,TNR,SANTA ANA R,1340,Los Angeles County Fire Dept,2H
TENAYA LAKE,MARIPOSA,-119.448,37.838,TNY,MERCED R,8150,CA Dept of Water Resources,2H
THOUSAND OAKS RAWS,VENTURA,-118.87,34.21,TOK,SANTA CLARA R,795,Ventura County Fire,2H
TOPANGA RAWS,LOS ANGELES,-118.605,34.1364,TPG,VENTURA LA COASTAL,1600,Los Angeles County Fire Dept,2H
TRIMMER,FRESNO,-119.2,36.9,TRI,KINGS R,1540,US Forest Service,2H
TERMINUS DAM,TULARE,-119.002,36.415,TRM,KAWEAH R,752,US Army Corps of Engineers,2H
TROUGH SPRING,COLUSA,-122.654,39.296,TRS,STONY CR,4000,US Army Corps of Engineers,2H
SNOW SURVEYS TEST STATION,SACRAMENTO,0,0,TST,SACRAMENTO R,0,CA Dept of Water Resources/Snow Surveys,2H
TUOLUMNE MEADOWS,TUOLUMNE,-119.35,37.873,TUM,TUOLUMNE R,8600,CA Dept of Water Resources,2H
THOMPSON VALLEY,PLUMAS,-120.4789,39.979,TVL,FEATHER R,5404,CA Dept of Water Resources,2H
VALLEY CENTER,SAN DIEGO,-117.0142,33.2394,VAL,SAN LUIS REY R,1370,CAL FIRE,2H
VANDENBERG,SANTA BARBARA,-120.486,34.759,VAN,SANTA YNEZ R,1050,US Forest Service,2H
VALYERMO,LOS ANGELES,-117.851,34.446,VLY,ANTELOPE VALLEY,3780,US Forest Service,2H
VIRGINIA LAKES RIDGE,MONO,-119.234,38.077,VRG,WALKER R,9300,Natural Resources Conservation Service,2H
VAN VLECK,EL DORADO,-120.305,38.945,VVL,AMERICAN R,6700,Sacramento Municipal Utility District,2H
WARD CREEK 3,PLACER,-120.22,39.137,WC3,LAKE TAHOE,6750,Natural Resources Conservation Service,2H
WEED AIRPORT,SISKIYOU,-122.45472,41.478889,WED,SHASTA R,2930,CAL FIRE,2H
WHITMORE (CDF),SHASTA,-121.8994,40.6194,WHT,SACRAMENTO R,2454,CAL FIRE,2H
WHITE WOLF,TUOLUMNE,-119.6516,37.8595,WHW,TUOLUMNE R,7900,National Park Service,2H
WALKER PASS,KERN,-118.0569,35.6658,WKP,KERN R,5572,US Bureau of Land Management,2H
WILEY RIDGE,VENTURA,-118.8408,34.3717,WLY,VENTURA LA COASTAL,1665,Ventura Cty Air Polution Control District,2H
WARM SPRINGS (USACE),SONOMA,-123.01,38.723,WRS,RUSSIAN R,440,US Army Corps of Engineers,2H
WARM SPRINGS (USFS),LOS ANGELES,-118.55,34.583,WSG,SANTA CLARA R,4020,US Forest Service,2H
WESTFALL,MARIPOSA,-119.6497,37.4494,WST,FRESNO R,4880,US Army Corps of Engineers,2H
WHITE CLOUD,NEVADA,-120.8375,39.3167,WTC,YUBA R,4321,CAL FIRE,2H
WHITAKER,LOS ANGELES,-118.74,34.569,WTK,SANTA CLARA R,4120,Los Angeles County Fire Dept,2H
WESTWOOD,LASSEN,-120.9,40.307,WWD,FEATHER R,5150,CAL FIRE,2H
WAWONA RAWS,MARIPOSA,-119.644997,37.534443,WWN,MERCED R,4300,Yosemite National Park,2H
WHITTIER HILLS WILDERNESS PRESERVE,LOS ANGELES,-118.01,33.984,WWP,SAN GABRIEL R,950,Los Angeles County Fire Dept,2H
WESTLEY WEATHER STATION,STANISLAUS,-121.2308,37.5172,WWS,SAN JOAQUIN R,88,Stanislaus County,2H
YUCCA VALLEY,SAN BERNARDINO,-116.408,34.123,YUC,WHITEWATER R,3100,CAL FIRE,2H
ZAPATO CHINO,FRESNO,-120.293,36.016,ZPC,LOS GATOS CR (NEAR COALINGA),1150,CA Dept of Water Resources,2H
