name,Meadow ID,Meadow Name,Meadow Reference,Assessment Date,Assessment Points,Assessment Completed,Organization Affiliation,Elevation_m,Slope,Hydrogeomorphic Type,Land Ownership,Bank Height,Secondary Channel Bank Height,Gullies,Left Bank Stability,Right Bank Stability,Total Bank Stability,Secondary Channel Bank Stability,Vegetation Cover,Bare Ground,Encroachment,Restoration Efforts,Comments on Restoration,Headcut Present,Number of Headcuts,Ponds Present,Aspen Trees Present,Grazing Trails,Stubble,Dung in Channel,Hoof Prints on Banks,Surveyor(s),Trail,Evidence of OHV use,Road,Corral,Building,Vehical Access,Adjacent Culvert,Adjacent Bridge,Adjacent Road,Adjacent Building,Gopher Disturbance,"Willow, Alder, and Aspen Coverage",Fish Observed,Beavers,Latitude,Longitude,Watershed,General Comments
Wolfin Meadow Assessment,STF1804,Wolfin Meadow,Wolfin,"Friday, September 23, 2011",,Yes,Center for Watershed Sciences,1551,1,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Natural Condition,Natural Condition,Slightly Impacted,No,hydrology spring fed dominated by flooding/steep gradient on east edge 20%/gully forming on e edge,No,0,No,No,Yes,Yes,No,No,"Anna Fryjoff-Hung, Nick Jensen, Eric Holmes",No,No,No,No,No,,No,No,Yes,No,0,0.01,,,38.007989,-120.031003,,
Jawbone Creek Meadow Assessment,STF1383,Jawbone Creek Meadow,Jawbone,"Friday, September 23, 2011",,Yes,Center for Watershed Sciences,1761,5,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Slightly Impacted,Slightly Impacted,,,Slightly Impacted,Natural Condition,Moderately Impacted,Yes,stream alternates between being incised and not,Yes,3,No,No,No,No,No,No,"Anna Fryjoff-Hung, Nick Jensen, Eric Holmes",No,No,No,No,No,,No,No,Yes,No,0,0.01,,,38.001357,-119.968373,,
Thompson Meadow Assessment,STF1386,Thompson Meadow,Thompson,"Thursday, September 22, 2011",,Yes,Center for Watershed Sciences,1371,5,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Heavily Impacted,Heavily Impacted,,,Moderately Impacted,Moderately Impacted,Moderately Impacted,No,degrded meadow/lots of bank erosion/ohv trail w edge/clearing along edges/aspen protection fence s,No,0,No,Yes,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Nick Jensen, Eric Holmes",No,Yes,Yes,No,No,,No,No,Yes,No,5,0.01,,,37.994289,-120.094844,,
Cottonwood Meadow Assessment,STF1394,Cottonwood Meadow,Cottonwood,"Friday, September 23, 2011",,Yes,Center for Watershed Sciences,1690,3,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Natural Condition,Slightly Impacted,No,narrow section between 2 halves of meadoe/fencing along aspen grove,No,0,No,Yes,Yes,No,Yes,Yes,"Anna Fryjoff-Hung, Nick Jensen, Eric Holmes",No,No,No,No,No,,No,No,Yes,No,1,0.02,,,37.988423,-119.936312,,some conifer clearing along edges/ some bank erosion
Sentinel Meadow Assessment,INF0804,Sentinel Meadow,Sentinel,"Saturday, August 6, 2011",,Yes,Center for Watershed Sciences,2745,2,,U.S. Forest Service,Moderately Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Slightly Impacted,Moderately Impacted,No,degraded meadow/ huge amount of shrub encroachment esp at n end/ old stock pond on n end,No,0,No,No,No,No,No,No,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",No,No,No,No,No,,No,No,Yes,No,10,0.01,,,37.804621,-118.817251,,
Townsley Lake Meadow Assessment,YOSE1,Townsley Lake Meadow,Townsley Lake,"Thursday, August 23, 2012",,Yes,Center for Watershed Sciences,3166,2,,Other,Slightly Impacted,,Natural Condition,Natural Condition,Natural Condition,,,Slightly Impacted,Slightly Impacted,Natural Condition,No,see description,No,0,No,No,No,No,No,No,"Mathew Nitz, Catherine Fong, Robin Shin",No,No,No,No,No,,No,No,No,No,0,0,,,37.79167249,-119.3286338,,
Waterfall Meadow Assessment,YOSE3,Waterfall Meadow,Waterfall,"Friday, August 24, 2012",,Yes,Center for Watershed Sciences,2984,1.5,,Other,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Slightly Impacted,Slightly Impacted,Slightly Impacted,No,,No,0,No,No,No,No,No,No,"Mathew Nitz, Catherine Fong, Robin Shin",No,No,No,No,No,,No,No,No,No,0,0,,,37.7899291,-119.3558255,,
Vogelsang Lake Meadow Assessment,YOSE4,Vogelsang Lake Meadow,Vogelsang Lake,"Friday, August 24, 2012",,Yes,Center for Watershed Sciences,3158,5,,Other,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Slightly Impacted,Moderately Impacted,Natural Condition,No,30% DISCHARGE 10% MID GRADE RIPARIAN 60% LACUSTRIAN,No,0,No,No,No,No,No,No,"Mathew Nitz, Catherine Fong, Robin Shin",Yes,No,No,No,No,,No,No,No,No,0,0,,,37.78670018,-119.3462822,,
Sawmill Meadow Assessment,INF0904,Sawmill Meadow,Sawmill,"Saturday, August 6, 2011",,Yes,Center for Watershed Sciences,2800,0,,U.S. Forest Service,Moderately Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Slightly Impacted,Moderately Impacted,No,highly degraded meadow drying out/ fens along e are dying/ much encroachment,No,0,No,No,No,No,No,No,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",No,No,No,No,No,,No,No,Yes,Yes,1,0.03,,,37.76858,-118.676897,,
Magic Meadow Assessment,YOSE2,Magic Meadow,Magic,"Friday, August 24, 2012",,Yes,Center for Watershed Sciences,2943,1,,Other,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Natural Condition,Slightly Impacted,Heavily Impacted,No,,Yes,2,Yes,No,No,No,No,No,"Mathew Nitz, Catherine Fong, Robin Shin",No,No,No,No,No,,No,No,No,No,0,0,,,37.77353041,-119.3744384,,
Rodeo Grounds Meadow Assessment,INF0899,Rodeo Grounds Meadow,Rodeo Grounds,"Thursday, August 4, 2011",,Yes,Center for Watershed Sciences,2294,1,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Slightly Impacted,Natural Condition,No,"horses, mules, and many willows",No,0,No,Yes,Yes,No,Yes,Yes,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",No,No,Yes,No,No,,No,No,Yes,No,0,0.25,,,37.767927,-119.096277,,
Glass Creek Meadow Assessment,INF1070,Glass Creek Meadow,Glass Creek,"Friday, August 5, 2011",,Yes,Center for Watershed Sciences,2738,3,,U.S. Forest Service,Natural Condition,,Natural Condition,Slightly Impacted,Slightly Impacted,,,Slightly Impacted,Natural Condition,Moderately Impacted,No,apears to be tree encroachment in a number of places,No,0,No,No,No,No,No,No,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",Yes,No,No,No,No,,No,No,No,No,20,0.1,,,37.734942,-119.058818,,
Grouse Meadow Assessment,SQF0664,Grouse Meadow,Grouse,"Thursday, May 3, 2012",,Yes,Center for Watershed Sciences,2134,6,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Natural Condition,Slightly Impacted,Moderately Impacted,No,"UPPER MDW IS DEAD, ENCROACHMENT THROUGHOUT MDW, NO INCISION PRESENT, HUMMOCKS",No,0,No,No,No,Yes,No,No,"Anna Fryjoff-Hung, Eric Holmes",No,No,No,No,No,,No,No,Yes,No,3,0,,,35.40987978,-118.3364342,,
Little Antelope Valley Meadow Assessment,INF1240,Little Antelope Valley Meadow,Little Antelope Valley,"Friday, August 5, 2011",,Yes,Center for Watershed Sciences,2160,3,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Heavily Impacted,Slightly Impacted,Moderately Impacted,No,dry ephemeral channel\ disturbed by cattle,No,0,No,No,Yes,Yes,No,Yes,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",No,No,Yes,Yes,No,,No,No,Yes,No,10,0,,,37.682293,-118.875907,,
Agnew Meadow Assessment,INF1226,Agnew Meadow,Agnew,"Sunday, August 7, 2011",,Yes,Center for Watershed Sciences,2589,3,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Slightly Impacted,Slightly Impacted,Moderately Impacted,No,,No,0,No,No,No,No,No,No,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",Yes,No,Yes,Yes,No,,No,Yes,Yes,Yes,0,0.25,,,37.681193,-119.082992,,
Johnston Meadow Assessment,INF1408,Johnston Meadow,Johnston,"Sunday, August 7, 2011",,Yes,Center for Watershed Sciences,2505,1,,U.S. Forest Service,Moderately Impacted,,Natural Condition,Heavily Impacted,Heavily Impacted,,,Slightly Impacted,Natural Condition,Moderately Impacted,No,Huge amount of bank erosion/ very unstable banks/ lots of tree encroachment,No,0,No,No,No,No,No,No,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",Yes,No,No,No,No,,No,No,No,No,1,0.05,,,37.645773,-119.101308,,
Grizzly Creek Meadow Assessment,SNF0482,Grizzly Creek Meadow,Grizzly Creek,"Saturday, June 23, 2012",,Yes,Center for Watershed Sciences,2441,9,,U.S. Forest Service,Moderately Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Natural Condition,Slightly Impacted,Heavily Impacted,No,2 STREAMS DOMINATE HYDRO SEPARARTED BY TOPOGRAPHY/STREAM IS IN POOR CONDITION EVEN THOUGH MDW IS WET,Yes,2,No,No,Yes,No,Yes,No,"Anna Fryjoff-Hung, Jason Emmons, Mathew Nitz, Robin Shin",Yes,No,No,No,No,,No,No,Yes,No,0,0.05,,,37.50373011,-119.4668033,,SEVERE TREE AND BUSH ENCROACHMENT ON ALL SIDES/HOOF PRINTS ALL OVER
Long Meadow Assessment,SNF0660,Long Meadow,Long,"Friday, June 22, 2012",,Yes,Center for Watershed Sciences,2085,1,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Natural Condition,Natural Condition,Natural Condition,No,,No,0,No,No,No,No,No,No,"Anna Fryjoff-Hung, Jason Emmons, Mathew Nitz, Robin Shin",No,Yes,No,No,No,,No,No,Yes,No,0,0,,,37.47709986,-119.4233046,,MDW IS MOIST WITH UNCHANNELIZED FLOW THROUGH IT. MDW IS PRONE TO FLOODING
Hogan Meadow Assessment,SNF0688,Hogan Meadow,Hogan,"Saturday, June 23, 2012",,Yes,Center for Watershed Sciences,2478,5,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Natural Condition,Slightly Impacted,Slightly Impacted,No,SEE NOTEBOOK,Yes,2,No,No,Yes,No,No,No,"Anna Fryjoff-Hung, Jason Emmons, Mathew Nitz, Robin Shin",No,No,No,No,No,,Yes,No,Yes,No,5,0.1,,,37.47042331,-119.4849614,,
McSwain Meadow Assessment,SNF0808,McSwain Meadow,McSwain,"Friday, June 22, 2012",,Yes,Center for Watershed Sciences,2049,3,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Natural Condition,Slightly Impacted,Moderately Impacted,No,"inflows are mostly unchannelized, mdw very moist, very little channelized flow-good when present.",No,0,No,No,Yes,No,Yes,No,"Anna Fryjoff-Hung, Jason Emmons, Mathew Nitz, Robin Shin",No,No,No,No,No,,No,No,Yes,No,1,0.01,,,37.45518057,-119.4262905,,
Upper Summit Meadow Assessment,SNF0960,Upper Summit Meadow,Upper Summit,"Thursday, June 21, 2012",,Yes,Center for Watershed Sciences,1919,4,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Natural Condition,Slightly Impacted,Heavily Impacted,Yes,'Y' SHAPED STREAM NETWORK WITH THE MAIN INFLOW FROM STREAM ENTERING THROUGH CULVERT,Yes,1,No,No,Yes,No,Yes,No,"Anna Fryjoff-Hung, Jason Emmons, Mathew Nitz, Robin Shin",Yes,No,Yes,No,No,,Yes,No,Yes,No,2,0,,,37.42572036,-119.4204541,,"EROSION OCCURRED MOSTLY CLOSE TO THE INLET/OUTLET, MOIST SOIL-NOT FLOODED"
Morgan Meadow Assessment,SNF1256,Morgan Meadow,Morgan,"Sunday, May 6, 2012",,Yes,Center for Watershed Sciences,1996,2,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Natural Condition,Natural Condition,Slightly Impacted,No,NO STREAMLINES BUT HEADCUT PRESENT AT OUTFLOW.  ENCROACH AT N END LEADING TO MDW DIEBACK,Yes,1,No,No,Yes,No,No,No,"Anna Fryjoff-Hung, Eric Holmes",No,No,No,No,No,,No,No,No,No,2,0,,,37.36533147,-119.4465186,,
Gaggs Camp East Meadow Assessment,SNF1294,Gaggs Camp East Meadow,Gaggs Camp East,"Monday, May 7, 2012",,Yes,Center for Watershed Sciences,1783,2,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Slightly Impacted,,,Natural Condition,Natural Condition,Moderately Impacted,No,ISLANDS OF ENCROACHMENT ON THE NORTH AND SOUTEAST PARTS. STRM INCISED NEAR THE OUTFLOW.,No,0,Yes,No,Yes,No,Yes,Yes,"Anna Fryjoff-Hung, Eric Holmes",No,No,No,No,No,,No,No,Yes,No,2,0.01,,,37.35902941,-119.465213,,
Sample Meadow Assessment,SNF1539,Sample Meadow,Sample,"Wednesday, June 20, 2012",,Yes,Center for Watershed Sciences,2400,0,,U.S. Forest Service,Natural Condition,,Natural Condition,Heavily Impacted,Heavily Impacted,,,Natural Condition,Natural Condition,Heavily Impacted,No,"MDW HYDRO DOMINATED BY INFLOW FROM SNOWMELT, MAIN CHANNEL W/SIDE CHANNELS FROM SEEPS",No,0,No,No,Yes,No,Yes,No,"Anna Fryjoff-Hung, Jason Emmons, Mathew Nitz, Robin Shin",No,Yes,No,No,No,,Yes,No,Yes,Yes,1,0,,,37.32949302,-119.1502616,,
Round Meadow Assessment,SNF1439,Round Meadow,Round,"Monday, May 7, 2012",,Yes,Center for Watershed Sciences,1643,1,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Slightly Impacted,Natural Condition,Slightly Impacted,No,SLIGHTLY INCISED STRMLINE/ENCROACHMENT ALONG N EDGE/LOTS OF DUNG AND HOOF PRINTS,No,0,Yes,No,Yes,No,Yes,Yes,"Anna Fryjoff-Hung, Eric Holmes",No,No,No,No,No,,No,No,Yes,No,0,0.1,,,37.33211038,-119.5062024,,
Lower Ahart Meadow Assessment,SNF2908,Lower Ahart Meadow,Lower Ahart,"Saturday, May 5, 2012",,Yes,Center for Watershed Sciences,2179,2,,U.S. Forest Service,Heavily Impacted,,Slightly Impacted,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Slightly Impacted,Moderately Impacted,Yes,MAJOR INCISED STRMLINE/WILLOW AND CONIFER ENCROACHMENT/SNOW MELT INFLOW FROM EDGES/EVIDENCE OF CATTL,No,0,Yes,No,Yes,No,No,Yes,"Anna Fryjoff-Hung, Eric Holmes",No,No,No,No,No,,No,No,Yes,No,1,0.05,,,37.01112315,-119.0458315,,
Smith Meadow Assessment,SNF3016,Smith Meadow,Smith,"Tuesday, June 19, 2012",,Yes,Center for Watershed Sciences,2052,5,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Slightly Impacted,Slightly Impacted,,,Natural Condition,Natural Condition,Heavily Impacted,No,"hydrology is dominated by a main channel feeding groundwater, w/seeps that give unchannelized flow",Yes,1,No,Yes,No,No,No,No,"Anna Fryjoff-Hung, Jason Emmons, Mathew Nitz, Robin Shin",No,No,No,No,No,,No,No,Yes,No,2,0.13,,,36.93365137,-118.9728019,,
Dutch Meadow Assessment,INF3451,Dutch Meadow,Dutch,"Wednesday, August 10, 2011",,Yes,Center for Watershed Sciences,3030,2,,U.S. Forest Service,Slightly Impacted,,Slightly Impacted,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Slightly Impacted,Natural Condition,No,Limbs placed on degraded banks,No,0,No,No,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",No,No,No,No,No,,No,No,No,No,3,0.02,,,36.428681,-118.145973,,
Diaz Creek Meadow Assessment,INF3482,Diaz Creek Meadow,Diaz Creek,"Tuesday, August 9, 2011",,Yes,Center for Watershed Sciences,2939,3,,U.S. Forest Service,Moderately Impacted,,Natural Condition,Heavily Impacted,Heavily Impacted,,,Slightly Impacted,Moderately Impacted,Heavily Impacted,No,last remnant of a once vast meadow complex/heavily overgrazed and degraded/ in state of decline,No,0,No,No,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",No,No,No,No,No,,No,No,No,No,1,0.01,,,36.410657,-118.132208,,
Diaz Creek II Meadow Assessment,INF3467,Diaz Creek II Meadow,Diaz Creek,"Tuesday, August 9, 2011",,Yes,Center for Watershed Sciences,2948,1,,U.S. Forest Service,Natural Condition,,Natural Condition,Natural Condition,Natural Condition,,,Natural Condition,Slightly Impacted,Slightly Impacted,No,Fen in meadow,No,0,Yes,No,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Molly Ferrel, Nick Jensen, Rachel Hutchinson, Justin Jones",No,No,No,Yes,No,,No,No,No,No,3,0,,,36.420589,-118.139119,,
Osa Meadow Assessment,SQF0116,Osa Meadow,Osa,"Friday, July 6, 2012",,Yes,Center for Watershed Sciences,2588,3,,U.S. Forest Service,Moderately Impacted,,Natural Condition,Heavily Impacted,Heavily Impacted,,,Natural Condition,Moderately Impacted,Moderately Impacted,Yes,MEADOW IS LARGE WITH NUMEROUS FINGERS. STREAMLINE ORIGINATES IN SOUTH EAST FINGERS FLOWS E TO W AND,Yes,3,No,No,No,No,No,No,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",No,No,No,No,No,,Yes,No,Yes,No,5,0.02,,,36.18116151,-118.3022114,,STREAMLINE IS INSIZED. NUMEROUS ADITTIONAL INFLOWS  ORIGINATE FROM FINGERS. RECENT FIRE ALONG S EDGE
Granite Knob Meadow Assessment,SQF0155,Granite Knob Meadow,Granite Knob,"Friday, July 6, 2012",,Yes,Center for Watershed Sciences,2515,0,,U.S. Forest Service,Slightly Impacted,,Slightly Impacted,Moderately Impacted,Moderately Impacted,,,Natural Condition,Natural Condition,Slightly Impacted,No,see notebook,Yes,7,No,No,Yes,No,No,No,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",No,Yes,Yes,No,No,,Yes,No,Yes,No,5,0.05,,,36.15440128,-118.2332406,,
Fish Creek Meadow Assessment,SQF0245,Fish Creek Meadow,Fish Creek,"Thursday, July 12, 2012",,Yes,Center for Watershed Sciences,2362,2,,U.S. Forest Service,Moderately Impacted,,Slightly Impacted,Heavily Impacted,Heavily Impacted,,,Slightly Impacted,Moderately Impacted,Heavily Impacted,Yes,,No,0,No,No,Yes,No,No,Yes,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",Yes,No,No,No,No,,Yes,No,Yes,No,2,0.15,,,36.08438123,-118.2503102,,SEE NOTEBOOK
Little Troy Meadow Assessment,SQF0266,Little Troy Meadow,Little Troy,"Saturday, July 7, 2012",,Yes,Center for Watershed Sciences,2357,2,,U.S. Forest Service,Moderately Impacted,,Moderately Impacted,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Slightly Impacted,Moderately Impacted,Yes,see notebook,Yes,9,No,No,No,No,No,No,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",No,Yes,No,No,No,,No,No,Yes,No,3,0,,,36.05905996,-118.2355227,,
Bonita Meadow Assessment,SQF0286,Bonita Meadow,Bonita,"Saturday, July 7, 2012",,Yes,Center for Watershed Sciences,2537,4,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Slightly Impacted,Slightly Impacted,,,Natural Condition,Heavily Impacted,Slightly Impacted,No,see notebook,Yes,5,No,No,No,No,No,No,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",No,No,No,No,No,,Yes,No,Yes,Yes,1,0.02,,,36.04102484,-118.3340479,,
Round Meadow Assessment,SQF0394,Round Meadow,Round,"Wednesday, July 11, 2012",,Yes,Center for Watershed Sciences,2738,4,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Heavily Impacted,Heavily Impacted,,,Natural Condition,Natural Condition,Slightly Impacted,No,SEE NOTEBOOK,Yes,5,No,No,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",No,No,No,No,No,,No,No,Yes,No,1,0.02,,,35.96422065,-118.3589002,,
Big Meadow Assessment,SQF0488,Big Meadow,Big,"Tuesday, July 10, 2012",,Yes,Center for Watershed Sciences,2365,2,,U.S. Forest Service,Moderately Impacted,,Slightly Impacted,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Heavily Impacted,Heavily Impacted,No,see notebook,Yes,3,Yes,No,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",Yes,Yes,No,Yes,No,,Yes,No,Yes,Yes,2,0,,,35.89173736,-118.3380727,,
Long Meadow Assessment,SQF0520,Long Meadow,Long,"Tuesday, July 10, 2012",,Yes,Center for Watershed Sciences,2325,1.5,,U.S. Forest Service,Slightly Impacted,,Natural Condition,Moderately Impacted,Moderately Impacted,,,Slightly Impacted,Heavily Impacted,Slightly Impacted,Yes,see stream and boundary books,Yes,5,No,No,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Mathew Nitz, Robin Shin",No,No,No,No,No,,Yes,No,Yes,No,5,0,,,35.82318331,-118.3391925,,
Browns Meadow Assessment,SQF0648,Browns Meadow,Browns,"Thursday, May 3, 2012",,Yes,Center for Watershed Sciences,2234,8,,U.S. Forest Service,Moderately Impacted,,Moderately Impacted,Slightly Impacted,Slightly Impacted,,,Slightly Impacted,Moderately Impacted,Moderately Impacted,Yes,"2 streamlines, major restoration ocurring with check dams. water diversion in main stream to holding",No,0,No,No,Yes,Yes,Yes,Yes,"Anna Fryjoff-Hung, Eric Holmes",No,No,No,No,No,,Yes,No,Yes,No,2,0.03,,,35.48344293,-118.4045178,,tank which returns the water to the stream lower down
